,tenure,paperlessBilling,monthlyCharges,totalCharges,churn,gender,age,phoneService,multipleLines,onlineSecurity,onlineBackup,deviceProtection,techSupport,streamingTV,streamingMovies,paymentMethod_Bank transfer (automatic),paymentMethod_Credit card (automatic),paymentMethod_Electronic check,paymentMethod_Mailed check,internetService_DSL,internetService_Fiber optic,internetService_No
1047,7,0,19.45,4.9210752173836125,0,1,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1048,16,0,69.65,7.016968363955454,0,1,79,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1049,7,0,19.5,4.923623917106626,0,1,85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1050,1,0,65.0,4.189654742026425,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1051,21,1,96.8,7.617661243357037,1,1,59,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0
1052,69,1,85.4,8.681622295368603,0,0,78,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0
1053,71,1,47.6,8.125808487516077,0,0,22,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0
1054,69,0,19.4,7.2001263409200496,0,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1055,45,1,108.45,8.493156613587995,0,1,32,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0
1056,51,0,81.0,8.326516830239528,0,1,82,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
1057,22,1,65.0,7.266128779556451,1,0,52,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0
1058,71,0,90.35,8.766526770220686,0,1,59,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
1059,51,1,76.4,8.268064943130033,0,1,30,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0
1060,34,0,85.35,7.973465516307649,0,0,74,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1061,64,1,24.8,7.37035657846111,0,1,63,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1062,47,0,100.75,8.46300096233281,0,1,85,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0
1063,1,1,65.0,4.189654742026425,1,0,63,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0
1064,49,1,59.75,7.982330989822006,1,0,71,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0
1065,39,0,19.35,6.6275783060161295,0,1,73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1066,56,1,65.0,8.200013648175434,0,1,49,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1067,16,1,55.85,6.7963766909987475,0,1,63,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
1068,72,1,84.1,8.708837819671043,0,1,38,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
1069,21,0,65.0,7.2196420401307355,0,1,58,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1070,4,1,33.65,4.909709375506295,1,0,35,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
1071,50,0,39.7,7.593877844605118,0,0,27,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0
1072,48,1,29.5,7.256297239690681,0,0,30,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1073,10,0,24.8,5.517452896464707,0,1,22,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1074,18,0,19.65,5.871272361779576,0,0,30,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1075,1,0,19.3,3.0106208860477417,1,0,71,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1076,9,1,94.05,6.742231840464063,0,1,50,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
1077,2,0,90.75,5.206750173022546,0,1,27,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0
1078,40,1,78.85,8.056743774975313,0,0,47,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1079,18,1,80.55,7.279939332521639,0,1,84,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1080,11,1,70.2,6.650537747334176,0,1,32,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1081,8,1,85.2,6.525909036472607,1,0,49,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1082,3,0,75.25,5.423848088995246,1,0,49,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1083,55,0,59.45,8.092774595390985,0,1,52,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
1084,34,0,26.1,6.789422092020272,0,1,73,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1085,3,0,20.2,4.120661870539474,0,0,89,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1086,33,0,59.4,7.581311809777079,0,0,90,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
1087,45,1,95.0,8.360773272144936,0,1,46,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
1088,72,0,64.45,8.442771323848659,0,0,55,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
1089,22,1,80.15,7.47550929013402,0,0,72,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1090,46,1,20.2,6.835399616789997,0,1,34,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1091,12,1,75.85,6.814762412132972,0,0,83,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0
1092,31,1,80.45,7.822023967904654,0,1,41,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1093,67,1,75.5,8.529022943169815,0,0,22,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0
1094,40,1,42.35,7.43543801981455,1,1,60,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
1095,41,1,74.55,8.025369220657378,0,1,85,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
1096,1,1,75.3,4.334672938290411,1,1,67,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1097,1,1,70.55,4.27039650600246,1,0,41,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1098,1,0,20.15,3.0516399054922867,0,0,68,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1099,56,1,106.6,8.69460270384917,0,0,29,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0
1100,15,1,91.0,7.2196420401307355,0,1,54,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0
1101,7,1,66.85,6.150496152954948,0,0,29,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0
1102,16,0,20.15,5.778889947143006,0,1,53,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1103,21,0,64.85,7.217333374283138,0,0,22,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
1104,11,0,72.9,6.688230173190639,0,1,36,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1105,62,1,115.05,8.872641383202147,0,0,24,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
1106,18,0,19.0,5.8377304471659395,0,1,42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1107,6,0,19.55,4.773223770984341,0,1,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1108,46,1,101.1,8.444966525418888,0,0,53,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1109,51,1,106.8,8.602967136435963,0,1,31,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0
1110,2,1,75.8,5.027820118850356,1,0,36,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1111,70,1,101.1,8.864746660905409,0,1,70,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0
1112,13,0,20.2,5.574432802628352,0,0,85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1113,59,1,94.05,8.62154419769089,0,0,77,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0
1114,13,1,95.25,7.122261636900683,1,1,32,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
1115,7,1,74.4,6.257284372702628,1,1,25,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1116,4,0,86.05,5.844123959209273,0,1,67,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1117,30,0,85.15,7.846003178208334,1,0,43,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1118,67,1,19.4,7.170734738793546,0,1,55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1119,72,1,102.65,8.908126556678436,0,1,86,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0
1120,53,0,19.9,6.961959332995649,0,1,36,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1121,71,1,95.5,8.82195359540277,0,1,61,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0
1122,50,1,84.15,8.34486156865163,0,0,25,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
1123,2,1,88.55,5.182345190295616,1,0,63,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1124,24,0,54.75,7.181591944611865,1,1,73,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
1125,71,1,116.25,9.018544071219685,0,1,76,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
1126,71,0,84.2,8.69604205873122,0,1,22,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0
1127,56,1,85.65,8.47582938347493,0,1,56,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
1128,56,1,21.2,7.080194835921641,0,1,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1129,28,0,65.0,7.507141079727608,0,0,48,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1130,19,0,20.2,5.952723718791551,0,0,78,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1131,17,1,61.95,6.9604900339660025,0,0,24,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0
1132,52,0,25.75,7.200424892944957,0,1,52,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1133,19,0,58.2,7.0092282479127705,0,0,40,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1134,7,1,70.1,6.197868774417894,1,1,73,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1135,72,1,104.9,8.929806026882721,0,1,21,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
1136,67,1,111.3,8.917055969069361,1,1,71,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
1137,34,1,99.85,8.130324100590146,0,1,29,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0
1138,57,1,95.25,8.599740452383802,1,1,65,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0
1139,1,1,100.8,4.623010104116422,1,0,63,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0
1140,50,1,104.4,8.560444233410552,0,0,70,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0
1141,12,0,25.25,5.717027701406222,0,0,74,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1142,14,1,86.3,7.097714262905303,1,0,61,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1143,64,1,108.95,8.849915548877718,0,0,22,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0
1144,66,0,89.9,8.688521206735327,0,0,37,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1145,71,1,65.0,8.437283808187935,0,0,50,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
1146,20,0,89.95,7.495541943884256,0,1,68,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
1147,33,1,39.1,7.163404741852606,0,1,49,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1148,58,1,19.55,7.034299820307093,0,1,87,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1149,4,0,70.5,5.645446897643238,0,1,77,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1150,10,1,70.0,6.55250788703459,1,1,34,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1151,36,0,19.45,6.552793153047079,0,1,78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1152,54,1,69.9,8.236314589450789,0,1,72,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
1153,41,1,78.35,8.075069285645021,0,0,36,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
1154,5,1,71.45,5.881231066708281,0,1,38,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1155,72,1,89.55,8.771618331966566,0,0,85,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
1156,44,0,24.85,6.997961546868286,0,1,32,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1157,34,1,64.4,7.691930757889646,1,0,50,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
1158,1,1,102.45,4.639088404191552,1,0,79,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0
1159,30,1,54.45,7.3990922261642655,0,1,34,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1160,15,0,20.1,5.7120812774708964,0,0,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1161,64,0,19.8,7.145353851265932,0,0,42,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1162,72,0,74.4,8.586308722046915,0,1,32,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0
1163,60,0,80.55,8.483429561263428,0,0,63,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0
1164,3,0,80.1,5.486040972630986,1,0,78,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
1165,49,1,52.15,7.846335738830353,0,0,67,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1166,2,1,80.2,5.083885755835849,1,0,56,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1167,52,1,104.45,8.600136304229913,0,1,86,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0
1168,72,1,113.65,9.009911869405189,0,0,83,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
1169,1,0,70.9,4.275276264727001,1,0,31,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1170,3,1,86.85,5.5666254698166195,1,0,71,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
1171,1,1,74.5,4.324132656254979,1,1,60,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1172,44,0,104.15,8.430239994552293,0,0,76,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0
1173,7,1,48.2,5.824228627732069,0,0,69,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1174,72,1,25.1,7.500087154303266,0,1,82,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1175,8,1,100.15,6.687357953335953,0,0,66,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0
1176,16,1,65.2,6.951006320976452,1,0,30,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
1177,66,1,99.5,8.789964651132264,1,1,57,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
1178,5,1,85.3,6.0579542883768145,0,0,83,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1179,12,1,106.7,7.1557085092049215,1,1,88,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0
1180,54,0,110.35,8.692808981395144,1,0,43,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0
1181,48,0,55.5,7.887959336599945,0,0,36,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1182,71,1,104.65,8.91343590366226,0,1,87,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0
1183,57,1,90.45,8.548042422831724,0,1,63,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
1184,72,1,63.7,8.431068693760116,0,1,89,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0
1185,48,1,104.5,8.520587424484253,0,0,43,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0
1186,43,1,104.3,8.408694423257908,0,1,83,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0
1187,35,1,73.45,7.8523418800111395,0,1,76,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0
1188,49,0,25.25,7.121454371468347,0,0,22,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1189,71,0,100.5,8.872977739069823,0,0,38,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
1190,29,1,98.6,7.958716754174241,1,0,55,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0
1191,28,0,64.4,7.497872559222539,0,1,76,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0
1192,47,1,66.05,8.040881709432067,0,0,68,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
1193,57,0,65.2,8.220779778174252,0,0,47,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0
1194,5,1,55.8,5.634789603169249,0,1,24,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
1195,56,1,104.75,8.67709870892586,1,0,76,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0
1196,48,0,45.0,7.6783263565068856,0,0,66,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0
1197,71,1,95.75,8.824567590963708,0,0,38,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
1198,61,0,33.6,7.625887712235991,0,1,31,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1199,72,0,90.45,8.781616872290817,0,1,84,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0
1200,5,1,84.0,6.042632833682381,0,0,84,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
1201,49,0,67.4,8.102768061936562,0,0,66,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0
1202,3,1,80.35,5.489144316385703,0,1,66,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1203,67,1,65.0,8.37930948405285,0,1,71,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1204,62,0,20.05,7.126167655920446,0,1,57,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1205,1,0,45.95,3.849083205654272,1,0,68,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1206,1,1,44.75,3.82319179172153,0,1,45,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1207,18,0,93.9,7.433193615115973,0,1,82,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0
1208,1,1,70.15,4.264790324535862,1,0,90,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1209,1,1,85.55,4.4607222816222185,1,0,87,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
1210,64,0,99.25,8.756682421266532,0,1,22,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0
1211,1,1,25.7,3.2846635654062037,0,0,23,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1212,66,1,49.4,8.089911830027177,0,0,40,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1213,71,1,109.7,8.960557627211806,0,0,54,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
1214,11,1,61.25,6.514342251898114,0,1,34,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1215,35,1,70.3,7.808526199198255,1,0,56,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1216,32,0,106.35,8.132765242373873,1,1,46,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0
1217,21,1,26.05,6.306366523661732,0,1,89,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1218,48,1,91.05,8.382838602916086,0,1,31,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
1219,3,0,65.0,5.278114659230517,0,0,34,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1220,1,1,55.45,4.033355290595671,0,0,22,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1221,20,1,90.7,7.503840746698951,0,1,80,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0
1222,33,1,103.7,8.138301852243105,1,0,41,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0
1223,31,1,90.7,7.941900155095512,0,0,27,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1224,2,1,65.0,4.875197323201151,0,0,71,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1225,9,0,93.0,6.731018100482083,0,0,21,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
1226,11,1,54.55,6.398678125750263,0,1,23,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1227,6,0,19.7,4.7808027546312495,0,1,43,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1228,71,1,84.8,8.703141496932542,0,0,47,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0
1229,45,0,20.85,6.845081684454079,0,0,83,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1230,28,1,60.0,7.427144133408616,0,1,43,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0
1231,43,0,80.45,8.149125019005204,0,0,82,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1232,60,1,65.0,8.268988209506656,0,1,33,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0
1233,25,1,20.2,6.226536669287466,0,0,81,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1234,40,1,94.55,8.23827262463303,1,0,46,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0
1235,10,0,35.75,5.881928660039675,0,1,54,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
1236,27,1,86.45,7.755831407868402,0,0,72,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0
1237,68,1,39.9,7.90625252964727,0,1,78,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
1238,18,0,20.1,5.893851718240982,0,0,39,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1239,57,1,112.95,8.770151822809632,1,0,21,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0
1240,26,1,20.3,6.270610288537477,0,1,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1241,17,1,35.65,6.408611159989984,0,0,89,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
1242,38,1,99.25,8.235493190642003,1,1,61,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0
1243,59,1,65.0,8.252185436003328,0,1,44,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0
1244,50,0,65.0,8.086717920303906,0,0,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1245,9,0,50.8,6.127305770019395,0,1,56,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0
1246,3,0,19.65,4.093510881473523,0,0,81,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1247,14,1,59.8,6.731256735490971,0,0,27,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1248,7,0,61.4,6.0656439452822335,0,0,86,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0
1249,17,0,19.9,5.826884671790184,0,1,73,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1250,32,1,19.45,6.435188367333237,0,1,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1251,2,0,81.5,5.099866427824199,0,0,50,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1252,18,1,90.0,7.390798521735676,1,0,73,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1253,7,1,74.9,6.263969527959916,0,1,84,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1254,28,0,106.1,7.996923108822247,1,1,74,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0
1255,50,1,105.05,8.56664980012883,0,1,22,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0
1256,8,1,20.45,5.103518288242969,0,1,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1257,70,0,19.7,7.22983877815125,0,0,28,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1258,8,1,85.65,6.53116913042435,0,1,21,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
1259,1,1,65.0,4.189654742026425,1,0,42,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1260,1,1,35.25,3.590439381300684,1,1,63,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1261,60,0,20.55,7.1180162044653335,0,1,85,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1262,67,1,25.25,7.4341097043657545,0,0,26,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1263,53,1,98.4,8.559524446429675,1,0,22,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
1264,53,0,99.5,8.570639167121863,0,0,66,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0
1265,69,1,84.7,8.673393198508629,0,1,32,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0
1266,3,1,86.05,5.557407044635715,0,1,25,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
1267,4,0,44.55,5.18850250054083,0,1,66,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1268,56,1,75.85,8.354344795885783,0,1,21,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0
1269,59,1,93.85,8.619415788954566,1,1,31,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0
1270,2,1,45.0,4.51085950651685,0,0,24,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1271,28,1,90.45,7.83739649522443,0,0,28,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1272,68,1,78.45,8.58215662226689,0,0,71,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
1273,39,0,100.55,8.27447173755335,0,1,46,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0
1274,38,1,65.0,7.81237820598861,0,0,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1275,18,0,20.05,5.891367930569697,0,1,88,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1276,4,0,19.6,4.37449836825309,0,0,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1277,41,0,70.2,7.965267756764821,0,1,34,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0
1278,50,0,75.5,8.236420527265391,0,1,64,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0
1279,72,0,20.35,7.290429298789486,0,1,85,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1280,2,1,75.7,5.026508643252546,1,1,50,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1281,64,1,110.5,8.86403999703599,0,0,79,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0
1282,25,1,89.7,7.715792425416038,1,0,44,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
1283,24,1,99.65,7.780135919736804,0,1,20,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0
1284,34,0,84.75,7.966413252143214,0,0,40,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0
1285,72,0,19.9,7.268083541418772,0,1,42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1286,72,1,97.75,8.85922139360813,0,1,87,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
1287,9,1,83.3,6.6210061045789566,1,0,80,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
1288,8,1,80.1,6.464276728675756,1,0,38,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1289,7,1,100.4,6.5564942248874845,0,0,33,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0
1290,71,1,24.45,7.459885980564856,0,0,21,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1291,41,1,101.1,8.329923412338232,0,0,59,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0
1292,69,1,107.2,8.908937937693361,0,1,71,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
1293,25,0,25.3,6.451259999761194,1,1,85,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1294,65,0,26.0,7.43307534889858,0,0,39,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1295,70,1,111.95,8.966675184941176,0,0,66,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
1296,35,1,72.1,7.833798302298971,0,1,51,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0
